;0.01;0.03;0.06;0.09;0.12;0.15;0.18;0.21;0.24;0.30;0.60;0.90
1;0;0;0;0;0;0;0;0;0;0;0;0
3;17.676;7.752;0;0;0;0;0;0;0;0;0;0
6;56.454;36.530;20.187;5.542;0;0;0;0;0;0;0;0
9;95.233;65.307;41.888;25.410;8.010;0;0;0;0;0;0;0
12;134.012;94.084;63.589;43.237;23.327;0;0;0;0;0;0;0
15;172.791;122.862;85.291;61.063;38.639;2.454;0;0;0;0;0;0
18;211.570;151.639;106.992;78.891;53.951;18.057;0;0;0;0;0;0
21;250.349;180.416;128.694;96.718;69.263;31.588;0;0;0;0;0;0
24;289.128;209.194;150.395;114.545;84.576;45.108;0;0;0;0;0;0
27;327.907;237.971;172.096;132.372;99.888;58.629;0;0;0;0;0;0
30;366.686;266.748;193.798;150.200;115.200;72.149;0;0;0;0;0;0
