R_river;J_river;J_sea;A_sea;RmaxRiver;RmaxSea
2.19182441891174;8.3321230503606E-08;9.37856283795125E-07;3.35056876755462E-07;2.191824453841;Rmax=2
2.19182441891691;0.000833295626248654;0.00937950069405699;0.00335090382436776;2.19217374639319;Rmax=2
2.19182441891691;0.00191647162279181;0.0215716323833822;0.00770664322218469;2.19262782670434;Rmax=2
2.19182441891691;0.00332460041829789;0.037421403579505;0.0133691044393467;2.19321813110883;Rmax=2
2.19182441891691;0.00515516785245582;0.0580261061344648;0.0207303040216573;2.19398552683466;Rmax=2
2.19182441891691;0.00753490551686112;0.0848122194559123;0.0302998634786611;2.19498314127825;Rmax=2
2.19182441891691;0.010628564480588;0.119634166773794;0.0427402907727661;2.19628004005491;Rmax=2
2.19182441891691;0.014650321133433;0.164902698287041;0.0589128462551025;2.19796600846456;Rmax=2
2.19182441891691;0.0198786047821314;0.223751789254261;0.0799371683821399;2.20015776739712;Rmax=2
2.19182441891691;0.0266753735254394;0.300255607511647;0.107268787147288;2.20300705400944;Rmax=2
2.19182441891691;0.0350074965757713;0.394041235891072;0.140774474822803;2.20649997947978;Rmax=2
2.19182441891691;0.0433396196261032;0.487826864270497;0.174280162498318;2.20999290495013;Rmax=2
2.19182441891691;0.0516717426764352;0.581612492649922;0.207785850173833;2.21348583042047;Rmax=2
2.19182441891691;0.060003865726767;0.675398121029347;0.241291537849348;2.21697875589082;Rmax=2
2.19182441891691;0.068335988777099;0.769183749408772;0.274797225524863;2.22047168136116;Rmax=2
2.19182441891691;0.0766681118274309;0.862969377788197;0.308302913200378;2.2239646068315;Rmax=2
2.19182441891691;0.0850002348777627;0.956755006167622;0.341808600875893;2.22745753230185;Rmax=2
2.19182441891691;0.0933323579280947;1.05054063454705;0.375314288551407;2.23095045777219;Rmax=2
2.19182441891691;0.101664480978427;1.14432626292647;0.408819976226922;2.23444338324254;Rmax=2
2.19182441891691;0.109996604028759;1.2381118913059;0.442325663902437;2.23793630871288;Rmax=2
2.19182441891691;0.118328727079091;1.33189751968532;0.475831351577952;2.24142923418322;Rmax=2
2.19182441891691;0.126660850129422;1.42568314806475;0.509337039253467;2.24492215965356;Rmax=2
2.19182441891691;0.134992973179754;1.51946877644417;0.542842726928982;2.24841508512391;Rmax=2
2.19182441891691;0.143325096230086;1.6132544048236;0.576348414604497;2.25190801059425;Rmax=2
2.19182441891691;0.151657219280418;1.70704003320302;0.609854102280012;2.25540093606459;Rmax=2
2.19182441891691;0.15998934233075;1.80082566158245;0.643359789955527;2.25889386153494;Rmax=2
2.19182441891691;0.168321465381082;1.89461128996187;0.676865477631041;2.26238678700528;Rmax=2
2.19182441891691;0.176653588431414;1.9883969183413;0.710371165306556;2.26587971247562;Rmax=2
2.19182441891691;0.184985711481746;2.08218254672072;0.743876852982071;2.26937263794597;Rmax=2
2.19182441891691;0.193317834532078;2.17596817510015;0.777382540657586;2.27286556341631;Rmax=2
2.19182441891691;0.20164995758241;2.26975380347957;0.810888228333101;2.27635848888665;Rmax=2
2.19182441891691;0.209982080632742;2.363539431859;0.844393916008616;2.27985141435699;Rmax=2
2.19182441891691;0.218314203683074;2.45732506023842;0.877899603684131;2.28334433982734;Rmax=2
2.19182441891691;0.226646326733405;2.55111068861785;0.911405291359646;2.28683726529768;Rmax=2
2.19182441891691;0.234978449783737;2.64489631699727;0.94491097903516;2.29033019076803;Rmax=2
2.19182441891691;0.243310572834069;2.7386819453767;0.978416666710675;2.29382311623837;Rmax=2
2.19182441891691;0.251642695884401;2.83246757375612;1.01192235438619;2.29731604170871;Rmax=2
2.19182441891691;0.259974818934733;2.92625320213555;1.04542804206171;2.30080896717906;Rmax=2
2.19182441891691;0.268306941985066;3.02003883051497;1.07893372973722;2.3043018926494;Rmax=2
2.19182441891691;0.276639065035397;3.1138244588944;1.11243941741273;2.30779481811974;Rmax=2
2.19182441891691;0.284971188085729;3.20761008727382;1.14594510508825;2.31128774359009;Rmax=2
2.19182441891691;0.293303311136061;3.30139571565325;1.17945079276376;2.31478066906043;Rmax=2
2.19182441891691;0.301635434186393;3.39518134403267;1.21295648043928;2.31827359453078;Rmax=2
